subject,d_prime_avg
1,1.3413719847365648
2,1.3306384850160426
3,0.7729161868938679
4,0.7876003398280963
5,1.2046896626884802
6,1.2864128729534845
7,0.9784265380301288
8,1.3039625517111693
9,0.9014383353622171
10,1.7719037813009666
